REP_PERIOD,FUND_TYP,COD_BUDGET,COD_CONS_EK,COD_CONS_EK_NAME,ZAT_AMT,PLANS_AMT,FAKT_AMT,FAKT_V2MB_AMT,FAKTSIK_AMT,FAKTSIK_V2MB_AMT,FAKTSPP_AMT,FAKTSPP_V2MB_AMT,FAKTSID_AMT,FAKTSID_V2MB_AMT,CITY
2021-01-31,T,2.3576e+10,2111,Заробітна плата,1198697162.7,1198484862.7,85997104.27,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2620,Поточні трансферти органам державного управління інших рівнів,105636000,0,8803000,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2271,Оплата теплопостачання,2609412,2610212,411.62,NA,0,NA,411.62,NA,0,NA,Cherkasy
2021-01-31,C,2.3576e+10,2282,"Окремі заходи по реалізації державних (регіональних) програм, не віднесені до заходів розвитку",32270138,32270138,0,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2275,Оплата інших енергоносіїв та інших комунальних послуг,1483076,1483076,1462.24,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,T,2.3576e+10,2250,Видатки на відрядження,2073763,2073763,1680,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,T,2.3576e+10,2240,Оплата послуг (крім комунальних),180207482.18,180556748.18,890759.66,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2271,Оплата теплопостачання,65504014,65504014,500,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2120,Нарахування на оплату праці,252884080.3,252884080.3,17957631.9,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2282,"Окремі заходи по реалізації державних (регіональних) програм, не віднесені до заходів розвитку",85022,95022,0,NA,0,NA,0,NA,0,NA,Cherkasy
2021-01-31,C,2.3576e+10,2250,Видатки на відрядження,1785773,1785773,1680,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2274,Оплата природного газу,420966,420966,840.46,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2720,Стипендії,11273680,11273680,938201.56,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2720,Стипендії,0,490,490,NA,0,NA,0,NA,490,NA,Cherkasy
2021-01-31,S,2.3576e+10,2111,Заробітна плата,23285827,23073527,1014150.95,NA,0,NA,1014150.95,NA,0,NA,Cherkasy
2021-01-31,T,2.3576e+10,2800,Інші поточні видатки,2401316,2401316,86525.51,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,T,2.3576e+10,2210,"Предмети, матеріали, обладнання та інвентар",30482373,31207519.61,1631771.57,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2273,Оплата електроенергії,34723709,34723709,43364.81,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,T,2.3576e+10,2273,Оплата електроенергії,35858974,35922548.91,43805.81,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2800,Інші поточні видатки,297509,297509,4414.28,NA,0,NA,4414.28,NA,0,NA,Cherkasy
2021-01-31,T,2.3576e+10,2282,"Окремі заходи по реалізації державних (регіональних) програм, не віднесені до заходів розвитку",32355160,32365160,0,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2220,Медикаменти та перев'язувальні матеріали,384086,384086,0,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2250,Видатки на відрядження,287990,287990,0,NA,0,NA,0,NA,0,NA,Cherkasy
2021-01-31,C,2.3576e+10,2730,Інші виплати населенню,67944871,67944871,993634.09,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2274,Оплата природного газу,4109,4109,0,NA,0,NA,0,NA,0,NA,Cherkasy
2021-01-31,T,2.3576e+10,2274,Оплата природного газу,425075,425075,840.46,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2273,Оплата електроенергії,1135265,1198839.91,441,NA,0,NA,441,NA,0,NA,Cherkasy
2021-01-31,T,2.3576e+10,2220,Медикаменти та перев'язувальні матеріали,442570,442570,0,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,T,2.3576e+10,2230,Продукти харчування,83738747.82,83738747.82,1631344.36,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,3110,Придбання обладнання і предметів довгострокового користування,348183628,348347613,223751,NA,0,NA,0,NA,223751,NA,Cherkasy
2021-01-31,C,2.3576e+10,2230,Продукти харчування,44065101.82,44065101.82,436490.07,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2120,Нарахування на оплату праці,5085879,5088079,210165.79,NA,0,NA,210165.79,NA,0,NA,Cherkasy
2021-01-31,T,2.3576e+10,9000,Нерозподілені видатки,22011000,0,0,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2240,Оплата послуг (крім комунальних),166759775.18,166759775.18,874985.19,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2111,Заробітна плата,1175411335.7,1175411335.7,84982953.32,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2240,Оплата послуг (крім комунальних),13447707,13796973,15774.47,NA,0,NA,15774.47,NA,0,NA,Cherkasy
2021-01-31,T,2.3576e+10,2610,"Субсидії та поточні трансферти підприємствам (установам, організаціям)",420336323.49,420336323.49,6569903.91,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,T,2.3576e+10,2275,Оплата інших енергоносіїв та інших комунальних послуг,1552828,1552828,1462.24,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,T,2.3576e+10,3110,Придбання обладнання і предметів довгострокового користування,348183628,348347613,223751,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2730,Інші виплати населенню,33500,33500,0,NA,0,NA,0,NA,0,NA,Cherkasy
2021-01-31,S,2.3576e+10,2272,Оплата водопостачання та водовідведення,812625,812625,1801.25,NA,0,NA,1801.25,NA,0,NA,Cherkasy
2021-01-31,S,2.3576e+10,2275,Оплата інших енергоносіїв та інших комунальних послуг,69752,69752,0,NA,0,NA,0,NA,0,NA,Cherkasy
2021-01-31,S,2.3576e+10,2610,"Субсидії та поточні трансферти підприємствам (установам, організаціям)",65490,65490,0,NA,0,NA,0,NA,0,NA,Cherkasy
2021-01-31,C,2.3576e+10,9000,Нерозподілені видатки,22011000,0,0,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2800,Інші поточні видатки,2103807,2103807,82111.23,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,T,2.3576e+10,2271,Оплата теплопостачання,68113426,68114226,911.62,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,T,2.3576e+10,2120,Нарахування на оплату праці,257969959.3,257972159.3,18167797.69,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2220,Медикаменти та перев'язувальні матеріали,58484,58484,0,NA,0,NA,0,NA,0,NA,Cherkasy
2021-01-31,T,2.3576e+10,2720,Стипендії,11273680,11274170,938691.56,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2210,"Предмети, матеріали, обладнання та інвентар",4079751,4804897.61,716240.46,NA,0,NA,26960.81,NA,689279.65,NA,Cherkasy
2021-01-31,T,2.3576e+10,2620,Поточні трансферти органам державного управління інших рівнів,105636000,0,8803000,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2610,"Субсидії та поточні трансферти підприємствам (установам, організаціям)",420270833.49,420270833.49,6569903.91,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2272,Оплата водопостачання та водовідведення,8028248,8028248,364,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,C,2.3576e+10,2210,"Предмети, матеріали, обладнання та інвентар",26402622,26402622,915531.11,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,T,2.3576e+10,2272,Оплата водопостачання та водовідведення,8840873,8840873,2165.25,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,S,2.3576e+10,2230,Продукти харчування,39673646,39673646,1194854.29,NA,0,NA,1194854.29,NA,0,NA,Cherkasy
2021-01-31,T,2.3576e+10,2730,Інші виплати населенню,67978371,67978371,993634.09,NA,NA,NA,NA,NA,NA,NA,Cherkasy
2021-01-31,T,2.5559e+10,3142,Реконструкція та реставрація інших об'єктів,164129435,164439435,3740206.16,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.5559e+10,2273,Оплата електроенергії,30522334,30522334,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2220,Медикаменти та перев'язувальні матеріали,481832,481832,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,3160,Придбання землі та нематеріальних активів,1000000,1000000,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,C,2.5559e+10,2111,Заробітна плата,1083471889,1083471889,61138233.39,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2120,Нарахування на оплату праці,3144675,3144675,221247.31,NA,0,NA,221247.31,NA,0,NA,Chernihiv
2021-01-31,S,2.5559e+10,2230,Продукти харчування,32610438,32610438,1633329,NA,0,NA,1633329,NA,0,NA,Chernihiv
2021-01-31,S,2.5559e+10,2274,Оплата природного газу,20000,20000,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,T,2.5559e+10,3131,Капітальний ремонт житлового фонду (приміщень),7137500,6827500,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2282,"Окремі заходи по реалізації державних (регіональних) програм, не віднесені до заходів розвитку",128000,128000,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,S,2.5559e+10,3122,Капітальне будівництво (придбання) інших об'єктів,114843186,114843186,1449597.91,NA,1449597.91,NA,0,NA,0,NA,Chernihiv
2021-01-31,T,2.5559e+10,2800,Інші поточні видатки,2506776,2506776,35608.36,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2273,Оплата електроенергії,34380941,34380941,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.5559e+10,2272,Оплата водопостачання та водовідведення,6339747,6339747,223.8,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,3132,Капітальний ремонт інших об'єктів,213549448,213549448,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,T,2.5559e+10,2230,Продукти харчування,73577712,73577712,3349748.28,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2273,Оплата електроенергії,3858607,3858607,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,C,2.5559e+10,2281,"Дослідження і розробки, окремі заходи розвитку по реалізації державних (регіональних) програм",10198000,10198000,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2610,"Субсидії та поточні трансферти підприємствам (установам, організаціям)",20000,20000,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,C,2.5559e+10,2420,Обслуговування зовнішніх боргових зобов'язань,4960000,4960000,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2730,Інші виплати населенню,113928,113928,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,C,2.5559e+10,2230,Продукти харчування,40967274,40967274,1716419.28,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.5559e+10,2210,"Предмети, матеріали, обладнання та інвентар",22700439,22700439,83560,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,3142,Реконструкція та реставрація інших об'єктів,164129435,164439435,3740206.16,NA,3740206.16,NA,0,NA,0,NA,Chernihiv
2021-01-31,C,2.5559e+10,2282,"Окремі заходи по реалізації державних (регіональних) програм, не віднесені до заходів розвитку",39810357,39810357,673048.53,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.5559e+10,2250,Видатки на відрядження,1396966,1396966,48150,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2271,Оплата теплопостачання,5704893,5704893,14272.91,NA,0,NA,14272.91,NA,0,NA,Chernihiv
2021-01-31,S,2.5559e+10,2272,Оплата водопостачання та водовідведення,693046,693046,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,S,2.5559e+10,2281,"Дослідження і розробки, окремі заходи розвитку по реалізації державних (регіональних) програм",727000,727000,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,T,2.5559e+10,2250,Видатки на відрядження,1638586,1638586,52200,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.5559e+10,2275,Оплата інших енергоносіїв та інших комунальних послуг,2209542,2209542,4424.13,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.5559e+10,2274,Оплата природного газу,780795,780795,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.5559e+10,2120,Нарахування на оплату праці,238014923,238014923,13399159.84,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2271,Оплата теплопостачання,80506402,80506402,3171811.63,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2281,"Дослідження і розробки, окремі заходи розвитку по реалізації державних (регіональних) програм",10925000,10925000,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2800,Інші поточні видатки,1000175,1000175,20467.7,NA,0,NA,20467.7,NA,0,NA,Chernihiv
2021-01-31,T,2.5559e+10,3160,Придбання землі та нематеріальних активів,1000000,1000000,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,3132,Капітальний ремонт інших об'єктів,213549448,213549448,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2111,Заробітна плата,1097747887,1097747887,62135916.72,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2210,"Предмети, матеріали, обладнання та інвентар",25885085,26064895.72,272715.74,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2730,Інші виплати населенню,115719843,115719843,3659641.34,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2272,Оплата водопостачання та водовідведення,7032793,7032793,223.8,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2620,Поточні трансферти органам державного управління інших рівнів,35004800,0,2917100,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.5559e+10,2620,Поточні трансферти органам державного управління інших рівнів,35004800,0,2917100,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2240,Оплата послуг (крім комунальних),2480167,2566198.76,25130.15,NA,0,NA,25130.15,NA,0,NA,Chernihiv
2021-01-31,T,2.5559e+10,3122,Капітальне будівництво (придбання) інших об'єктів,114843186,114843186,1449597.91,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,3110,Придбання обладнання і предметів довгострокового користування,7930905,7939325.52,8420.52,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2275,Оплата інших енергоносіїв та інших комунальних послуг,2656213,2656213,7859.38,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2220,Медикаменти та перев'язувальні матеріали,69000,69000,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,S,2.5559e+10,2275,Оплата інших енергоносіїв та інших комунальних послуг,446671,446671,3435.25,NA,0,NA,3435.25,NA,0,NA,Chernihiv
2021-01-31,C,2.5559e+10,2240,Оплата послуг (крім комунальних),427372032,427372032,7733384.65,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,3210,"Капітальні трансферти підприємствам (установам, організаціям)",86900419,86900419,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,T,2.5559e+10,2274,Оплата природного газу,800795,800795,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2111,Заробітна плата,14275998,14275998,997683.33,NA,0,NA,997683.33,NA,0,NA,Chernihiv
2021-01-31,C,2.5559e+10,2610,"Субсидії та поточні трансферти підприємствам (установам, організаціям)",114161301,114161301,690928.4,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,3210,"Капітальні трансферти підприємствам (установам, організаціям)",86900419,86900419,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.5559e+10,2220,Медикаменти та перев'язувальні матеріали,412832,412832,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2720,Стипендії,2506514,2506514,85037.77,NA,0,NA,85037.77,NA,0,NA,Chernihiv
2021-01-31,C,2.5559e+10,9000,Нерозподілені видатки,500000,0,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,3131,Капітальний ремонт житлового фонду (приміщень),7137500,6827500,0,NA,0,NA,0,NA,0,NA,Chernihiv
2021-01-31,T,2.5559e+10,2420,Обслуговування зовнішніх боргових зобов'язань,4960000,4960000,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.5559e+10,2720,Стипендії,9063000,9063000,659286.14,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,9000,Нерозподілені видатки,500000,0,0,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.5559e+10,2271,Оплата теплопостачання,74801509,74801509,3157538.72,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2240,Оплата послуг (крім комунальних),429852199,429938230.76,7758514.8,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,3110,Придбання обладнання і предметів довгострокового користування,7930905,7939325.52,8420.52,NA,0,NA,0,NA,8420.52,NA,Chernihiv
2021-01-31,C,2.5559e+10,2730,Інші виплати населенню,115605915,115605915,3659641.34,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2120,Нарахування на оплату праці,241159598,241159598,13620407.15,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2282,"Окремі заходи по реалізації державних (регіональних) програм, не віднесені до заходів розвитку",39938357,39938357,673048.53,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2250,Видатки на відрядження,241620,241620,4050,NA,0,NA,4050,NA,0,NA,Chernihiv
2021-01-31,T,2.5559e+10,2610,"Субсидії та поточні трансферти підприємствам (установам, організаціям)",114181301,114181301,690928.4,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,T,2.5559e+10,2720,Стипендії,11569514,11569514,744323.91,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,S,2.5559e+10,2210,"Предмети, матеріали, обладнання та інвентар",3184646,3364456.72,189155.74,NA,0,NA,9345.02,NA,179810.72,NA,Chernihiv
2021-01-31,C,2.5559e+10,2800,Інші поточні видатки,1506601,1506601,15140.66,NA,NA,NA,NA,NA,NA,NA,Chernihiv
2021-01-31,C,2.4552e+10,2271,Оплата теплопостачання,58574000,58574000,209580.27,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,3142,Реконструкція та реставрація інших об'єктів,3416010,3416010,0,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2710,Виплата пенсій і допомоги,21900,21900,1780.23,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,S,2.4552e+10,3142,Реконструкція та реставрація інших об'єктів,3416010,3416010,0,NA,0,NA,0,NA,0,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2230,Продукти харчування,68369100,68369800,983408.92,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,S,2.4552e+10,2800,Інші поточні видатки,153800,171800,17445.23,NA,0,NA,17445.23,NA,0,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2420,Обслуговування зовнішніх боргових зобов'язань,8830000,8830000,0,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2120,Нарахування на оплату праці,251511500,251919537,15583328.66,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2275,Оплата інших енергоносіїв та інших комунальних послуг,1887300,1888800,5157.14,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2800,Інші поточні видатки,1555500,1573500,373662.57,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2111,Заробітна плата,1136573500,1136573500,69840183.78,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2730,Інші виплати населенню,113938761,113938761,1142994.34,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,S,2.4552e+10,2240,Оплата послуг (крім комунальних),3010400,4477998.54,487558.27,NA,525,NA,10516.66,NA,476516.61,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2271,Оплата теплопостачання,59188000,59194200,210180.27,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,3143,"Реставрація пам'яток культури, історії та архітектури",61191000,61191000,0,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2274,Оплата природного газу,9516600,9567400,36424.78,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2240,Оплата послуг (крім комунальних),161362643,161362643,1514195.12,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,S,2.4552e+10,2120,Нарахування на оплату праці,2206800,2614837,203753.7,NA,66678,NA,127654.1,NA,9421.6,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2610,"Субсидії та поточні трансферти підприємствам (установам, організаціям)",224403116,224403116,8162043.2,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2610,"Субсидії та поточні трансферти підприємствам (установам, організаціям)",224357816,224357816,8162043.2,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2111,Заробітна плата,1146578600,1148541741,70760925,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,S,2.4552e+10,2275,Оплата інших енергоносіїв та інших комунальних послуг,69500,71000,0,NA,0,NA,0,NA,0,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2630,Поточні трансферти урядам іноземних держав та міжнародним організаціям,3000,3000,0,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2281,"Дослідження і розробки, окремі заходи розвитку по реалізації державних (регіональних) програм",1087300,1087300,0,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,C,2.4552e+10,9000,Нерозподілені видатки,20000000,0,0,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,S,2.4552e+10,2730,Інші виплати населенню,1648330,1648330,0,NA,0,NA,0,NA,0,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2273,Оплата електроенергії,23227300,23285900,38010.31,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2275,Оплата інших енергоносіїв та інших комунальних послуг,1817800,1817800,5157.14,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2250,Видатки на відрядження,1662000,1662000,0,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2282,"Окремі заходи по реалізації державних (регіональних) програм, не віднесені до заходів розвитку",12445600,12445600,188623.7,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,S,2.4552e+10,2230,Продукти харчування,37346500,37347200,390539.19,NA,0,NA,389839.69,NA,699.5,NA,Chernivtsi
2021-01-31,S,2.4552e+10,2271,Оплата теплопостачання,614000,620200,600,NA,0,NA,0,NA,600,NA,Chernivtsi
2021-01-31,S,2.4552e+10,3210,"Капітальні трансферти підприємствам (установам, організаціям)",36516800,36516800,7926400,NA,7926400,NA,0,NA,0,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2630,Поточні трансферти урядам іноземних держав та міжнародним організаціям,3000,3000,0,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,S,2.4552e+10,2220,Медикаменти та перев'язувальні матеріали,57000,58620,1620,NA,0,NA,0,NA,1620,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2720,Стипендії,20500000,20500000,1481078.16,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,S,2.4552e+10,3143,"Реставрація пам'яток культури, історії та архітектури",61191000,61191000,0,NA,0,NA,0,NA,0,NA,Chernivtsi
2021-01-31,S,2.4552e+10,2210,"Предмети, матеріали, обладнання та інвентар",2240870,2567968.4,221000.38,NA,0,NA,0,NA,221000.38,NA,Chernivtsi
2021-01-31,S,2.4552e+10,2272,Оплата водопостачання та водовідведення,259100,261700.23,200,NA,0,NA,0,NA,200,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2282,"Окремі заходи по реалізації державних (регіональних) програм, не віднесені до заходів розвитку",12391600,12391600,188623.7,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2220,Медикаменти та перев'язувальні матеріали,3345100,3346720,1620,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,S,2.4552e+10,2250,Видатки на відрядження,127500,326072,0,NA,0,NA,0,NA,0,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2230,Продукти харчування,31022600,31022600,592869.73,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2272,Оплата водопостачання та водовідведення,4379700,4382300.23,8641.81,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,T,2.4552e+10,2240,Оплата послуг (крім комунальних),164373043,165840641.54,2001753.39,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2120,Нарахування на оплату праці,249304700,249304700,15379574.96,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2272,Оплата водопостачання та водовідведення,4120600,4120600,8441.81,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,C,2.4552e+10,2274,Оплата природного газу,9113000,9113000,35780.9,NA,NA,NA,NA,NA,NA,NA,Chernivtsi
2021-01-31,S,2.4552e+10,3132,Капітальний ремонт інших об'єктів,109657003,111920414.95,496348.69,NA,496348.69,NA,0,NA,0,NA,Chernivtsi
